COUNTY,M-Y,A1,A2,A3,B1,B2,B3,B4,C1,C2,C3,C4
Lake,Oct-11,3,U,U,0,U,U,U,16,4,14,2
Lake,Nov-11,7,U,U,0,U,U,U,16,8,5,5
Lake,Dec-11,8,U,U,0,U,U,U,15,6,4,3
Lake,Jan-12,14,U,U,0,2,0,0,9,13,10,6
Lake,Feb-12,6,U,U,0,5,4,3,10,16,9,3
Lake,Mar-12,6,0,0,0,1,1,1,13,15,4,1
Lake,Apr-12,8,U,U,0,0,1,4,14,25,9,7
Lake,May-12,7,0,0,0,0,1,5,13,20,5,0
Lake,Jun-12,3,0,0,0,1,2,3,15,17,5,4
Lake,Jul-12,6,1,0,0,3,4,3,8,10,11,3
Lake,Aug-12,5,2,0,0,3,2,0,12,6,6,2
Lake,Sep-12,6,2,0,0,1,2,0,13,6,7,3
Lake,Oct-12,10,2,0,0,2,2,5,8,7,6,2
Lake,Nov-12,4,2,0,0,4,3,0,9,6,3,0
Lake,Dec-12,11,2,0,0,2,0,0,7,4,10,0
Lake,Jan-13,12,2,0,0,0,1,0,6,2,4,1
Lake,Feb-13,9,2,0,0,0,3,2,5,5,3,1
Lake,Mar-13,6,2,0,1,3,1,0,4,0,6,4
Lake,Apr-13,7,3,0,1,5,1,1,12,7,3,0
Lake,May-13,6,3,0,5,9,2,7,12,3,6,1
Lake,Jun-13,12,4,0,1,1,3,2,3,9,9,4
Lake,Jul-13,12,6,1,1,1,0,0,5,0,5,14
Lake,Aug-13,12,4,1,1,1,4,0,4,0,1,5
Lake,Sep-13,12,4,1,1,2,3,0,8,0,12,1
Lake,Oct-13,9,1,0,1,0,4,0,8,0,2,0
Lake,Nov-13,8,5,1,0,0,4,1,5,1,7,0
Lake,Dec-13,5,3,1,0,2,0,1,9,0,4,0
Lake,Jan-14,8,2,2,1,2,2,1,8,1,9,2
Lake,Feb-14,13,0,1,0,4,0,1,5,1,6,0
Lake,Mar-14,9,0,0,1,2,0,1,8,1,4,0
Lake,Apr-14,7,0,0,0,1,1,0,3,2,4,0
Lake,May-14,8,0,0,1,1,4,1,6,3,4,0
Lake,Jun-14,8,0,0,1,2,4,2,2,0,2,0
Lake,Jul-14,2,1,1,0,1,1,1,5,1,3,0
Lake,Aug-14,6,1,0,1,2,4,4,9,3,2,1
Lake,Sep-14,10,1,0,0,2,2,0,3,1,3,1
Lake,Oct-14,10,0,0,0,0,0,0,6,2,2,0
Lake,Nov-14,3,0,0,0,2,0,2,7,0,3,0
Lake,Dec-14,4,0,0,0,0,0,1,2,1,0,0
Lake,Jan-15,3,0,1,0,0,1,1,8,1,1,0
Lake,Feb-15,4,0,0,0,0,0,0,4,0,1,0
Lake,Mar-15,6,0,0,1,3,1,1,3,0,2,0
Lake,Apr-15,6,0,0,0,2,0,1,3,0,1,0
Lake,May-15,5,0,0,0,1,1,0,4,1,4,0
Lake,Jun-15,13,0,0,0,0,2,0,3,0,0,0
Lake,Jul-15,2,0,0,0,0,0,0,4,1,1,0
Lake,Aug-15,6,0,1,1,1,2,1,3,2,3,0
Lake,Sep-15,5,1,0,0,1,2,0,1,0,4,0
Lake,Oct-15,2,0,0,2,3,4,2,1,1,1,0
Lake,Nov-15,5,0,0,2,0,4,2,2,2,3,0
Lake,Dec-15,3,0,0,0,4,3,1,5,0,3,0
Lake,Jan-16,5,0,0,0,3,2,1,3,1,5,1
Lake,Feb-16,5,0,0,0,1,1,2,0,1,3,2
Lake,Mar-16,2,0,0,0,5,3,1,5,1,1,0
Lake,Apr-16,1,0,0,0,0,3,1,2,0,5,1
Lake,May-16,5,0,0,0,2,9,0,4,0,1,1
Lake,Jun-16,4,0,0,0,1,2,6,1,0,3,0
Lake,Jul-16,7,0,0,0,3,3,3,2,0,6,0
Lake,Aug-16,4,0,0,0,1,5,1,4,0,6,0
Lake,Sep-16,2,0,0,0,0,3,0,1,1,3,0
Lake,Oct-16,4,0,0,1,0,2,0,1,0,5,0
Lake,Nov-16,2,0,0,0,1,1,0,1,0,2,0
Lake,Dec-16,1,0,0,0,0,8,2,2,1,1,1
Lake,Jan-17,5,0,0,0,0,1,0,1,0,4,0
Lake,Feb-17,4,0,0,0,0,2,0,0,0,6,2
Lake,Mar-17,9,0,0,1,1,2,0,1,1,4,5
Lake,Apr-17,6,0,0,1,3,1,3,4,2,3,3
Lake,May-17,7,1,0,1,1,3,5,1,1,2,1
Lake,Jun-17,7,0,0,1,1,3,1,0,0,1,1
Lake,Jul-17,5,2,0,2,3,1,4,1,0,2,0
Lake,Aug-17,7,0,0,2,1,4,6,1,0,2,3
Lake,Sep-17,5,0,0,2,0,2,6,4,2,1,1
Lake,Oct-17,2,0,0,4,0,3,8,2,1,1,1
Lake,Nov-17,6,1,0,0,0,2,3,1,2,1,1
Lake,Dec-17,2,0,0,0,0,5,4,1,1,1,1
Lake,Jan-18,2,0,0,1,2,4,4,4,0,4,2
Lake,Feb-18,3,0,0,1,0,8,6,3,1,3,3
Lake,Mar-18,9,0,0,2,0,7,6,3,3,5,1
Lake,Apr-18,10,0,0,0,0,4,1,5,5,5,4
Lake,May-18,5,0,0,0,0,7,6,3,3,3,5
Lake,Jun-18,3,0,0,2,7,5,4,4,4,2,2
Lake,Jul-18,0,1,0,1,1,6,0,6,0,3,1
Lake,Aug-18,5,1,0,1,0,5,0,7,0,5,3
Lake,Sep-18,2,0,0,2,1,3,0,15,3,2,2
Lassen,Oct-11,5,1,0,0,0,0,0,0,0,0,0
Lassen,Nov-11,7,0,0,0,0,0,0,1,1,2,1
Lassen,Dec-11,5,0,0,0,0,0,0,2,0,2,2
Lassen,Jan-12,12,0,0,0,0,0,0,1,3,1,0
Lassen,Feb-12,0,0,0,1,1,0,1,1,4,4,1
Lassen,Mar-12,3,0,0,0,0,0,0,2,2,1,0
Lassen,Apr-12,3,0,0,1,0,1,0,1,1,3,0
Lassen,May-12,4,0,0,1,1,0,0,2,2,3,3
Lassen,Jun-12,2,0,0,1,0,1,1,3,0,1,0
Lassen,Jul-12,2,1,1,1,2,0,0,2,0,1,0
Lassen,Aug-12,0,0,0,1,2,1,1,0,0,3,0
Lassen,Sep-12,4,0,0,0,0,1,0,1,2,1,0
Lassen,Oct-12,5,0,0,1,1,2,0,1,1,0,0
Lassen,Nov-12,3,0,0,0,0,4,1,2,0,1,0
Lassen,Dec-12,9,0,0,0,1,0,1,2,2,0,0
Lassen,Jan-13,3,0,0,0,1,2,1,1,0,1,0
Lassen,Feb-13,2,0,0,0,2,3,1,1,1,2,0
Lassen,Mar-13,3,0,0,0,1,3,1,1,3,1,1
Lassen,Apr-13,8,2,0,1,1,2,3,1,0,2,0
Lassen,May-13,5,2,0,0,3,0,2,2,4,0,0
Lassen,Jun-13,6,1,1,0,1,2,1,1,1,0,0
Lassen,Jul-13,13,3,0,1,0,1,3,1,0,1,0
Lassen,Aug-13,5,0,0,0,1,0,0,2,1,2,1
Lassen,Sep-13,7,2,0,0,2,1,0,0,0,2,0
Lassen,Oct-13,5,0,0,1,4,4,1,2,0,2,1
Lassen,Nov-13,10,0,0,1,0,0,4,0,1,0,1
Lassen,Dec-13,6,4,2,2,0,0,3,0,0,0,0
Lassen,Jan-14,1,2,0,4,2,1,2,3,1,0,0
Lassen,Feb-14,5,0,0,3,4,1,1,2,0,0,0
Lassen,Mar-14,3,2,0,0,2,2,3,0,0,0,0
Lassen,Apr-14,10,0,1,0,4,2,4,3,1,0,0
Lassen,May-14,4,0,0,2,4,0,2,2,3,1,1
Lassen,Jun-14,2,3,1,2,2,0,3,2,1,0,0
Lassen,Jul-14,2,1,1,2,4,4,8,4,1,0,0
Lassen,Aug-14,2,1,1,1,2,1,0,2,2,3,2
Lassen,Sep-14,5,0,0,2,0,0,5,3,0,0,0
Lassen,Oct-14,3,1,0,0,3,1,3,2,0,1,0
Lassen,Nov-14,1,1,0,3,1,1,3,1,0,1,0
Lassen,Dec-14,2,4,0,0,2,0,0,0,0,2,0
Lassen,Jan-15,1,1,1,0,1,1,1,3,0,1,0
Lassen,Feb-15,0,0,0,1,1,1,0,4,2,2,0
Lassen,Mar-15,4,0,1,3,0,1,2,0,0,1,1
Lassen,Apr-15,2,0,1,1,1,0,1,2,2,1,1
Lassen,May-15,1,3,0,4,4,2,3,0,0,1,1
Lassen,Jun-15,5,0,0,1,0,0,2,1,0,2,0
Lassen,Jul-15,2,0,0,1,0,0,0,0,0,1,1
Lassen,Aug-15,1,2,1,1,0,1,0,1,0,1,0
Lassen,Sep-15,4,2,1,0,1,0,0,0,1,0,0
Lassen,Oct-15,2,0,0,0,2,1,1,2,0,1,1
Lassen,Nov-15,2,2,1,1,0,1,4,1,0,2,0
Lassen,Dec-15,3,1,1,0,1,1,1,0,1,1,1
Lassen,Jan-16,0,0,0,2,1,1,0,1,0,0,0
Lassen,Feb-16,1,1,2,3,1,0,1,0,1,2,1
Lassen,Mar-16,5,1,4,0,2,0,2,0,0,1,0
Lassen,Apr-16,0,1,0,0,2,0,3,1,0,1,0
Lassen,May-16,0,1,0,0,2,0,3,1,0,1,0
Lassen,Jun-16,2,0,0,0,2,1,1,0,0,2,0
Lassen,Jul-16,1,0,0,1,0,1,1,1,0,0,1
Lassen,Aug-16,1,0,0,1,3,2,1,0,0,4,0
Lassen,Sep-16,2,0,0,0,3,0,1,1,1,0,0
Lassen,Oct-16,2,2,0,0,2,1,3,1,0,2,0
Lassen,Nov-16,1,0,2,1,2,2,3,0,0,2,0
Lassen,Dec-16,4,1,0,0,0,2,3,3,0,0,0
Lassen,Jan-17,3,1,0,0,1,0,1,1,1,0,0
Lassen,Feb-17,0,1,0,0,4,0,1,1,0,0,0
Lassen,Mar-17,2,0,0,0,2,1,2,3,0,0,0
Lassen,Apr-17,1,1,1,0,1,1,2,2,1,1,0
Lassen,May-17,0,0,0,1,0,1,1,2,0,1,0
Lassen,Jun-17,1,0,0,1,3,1,0,1,0,2,0
Lassen,Jul-17,1,1,1,1,2,1,4,1,0,0,0
Lassen,Aug-17,1,1,1,0,1,0,4,2,1,2,0
Lassen,Sep-17,0,0,0,0,3,0,3,5,0,0,0
Lassen,Oct-17,0,2,0,0,0,0,0,5,5,0,5
Lassen,Nov-17,3,2,2,0,1,1,1,4,0,2,0
Lassen,Dec-17,3,0,0,0,0,0,1,1,0,1,0
Lassen,Jan-18,0,0,0,0,1,0,0,4,1,2,2
Lassen,Feb-18,1,2,0,0,1,0,1,1,3,1,0
Lassen,Mar-18,1,0,0,0,0,1,1,1,1,1,1
Lassen,Apr-18,0,0,0,0,0,0,1,0,1,0,1
Lassen,May-18,4,1,0,0,0,0,0,1,0,1,0
Lassen,Jun-18,1,3,0,0,0,2,0,1,0,2,0
Lassen,Jul-18,5,3,0,0,1,0,1,1,1,0,1
Lassen,Aug-18,2,4,0,0,0,0,2,3,0,0,0
Lassen,Sep-18,0,3,0,0,0,1,0,0,1,1,1
Los Angeles,Oct-11,789,39,0,0,2,80,U,451,710,956,U
Los Angeles,Nov-11,679,36,3,0,29,157,U,440,682,859,U
Los Angeles,Dec-11,671,35,4,1,50,253,U,384,611,718,U
Los Angeles,Jan-12,866,35,4,2,62,366,193,534,796,890,U
Los Angeles,Feb-12,663,32,5,5,97,440,257,542,781,833,U
Los Angeles,Mar-12,721,29,7,10,142,521,302,495,769,933,U
Los Angeles,Apr-12,775,22,8,13,233,565,332,500,750,857,U
Los Angeles,May-12,637,15,8,57,198,619,346,543,809,865,U
Los Angeles,Jun-12,662,10,3,44,256,U,391,757,678,796,U
Los Angeles,Jul-12,624,9,0,51,333,U,489,863,439,800,U
Los Angeles,Aug-12,683,8,0,57,198,971,434,795,522,726,U
Los Angeles,Sep-12,567,7,0,87,115,814,423,715,522,582,U
Los Angeles,Oct-12,668,7,0,124,83,878,581,753,656,686,U
Los Angeles,Nov-12,573,5,0,139,89,768,50,580,545,553,U
Los Angeles,Dec-12,517,5,0,167,82,749,41,540,472,482,U
Los Angeles,Jan-13,713,2,0,45,9,512,54,545,411,510,97
Los Angeles,Feb-13,636,2,0,34,18,400,67,536,493,489,103
Los Angeles,Mar-13,667,2,0,64,19,504,78,596,406,425,125
Los Angeles,Apr-13,651,2,0,136,48,300,69,579,295,440,116
Los Angeles,May-13,733,1,0,67,20,450,76,512,384,421,108
Los Angeles,Jun-13,643,1,0,37,10,592,91,766,436,451,99
Los Angeles,Jul-13,687,1,0,99,18,676,68,397,132,464,91
Los Angeles,Aug-13,678,1,0,70,16,515,94,334,229,520,82
Los Angeles,Sep-13,705,1,0,123,26,686,162,278,235,468,77
Los Angeles,Oct-13,714,1,0,179,170,550,217,320,278,398,68
Los Angeles,Nov-13,595,1,0,180,172,603,221,390,290,410,70
Los Angeles,Dec-13,694,1,0,188,189,443,292,410,349,397,64
Los Angeles,Jan-14,728,1,0,144,157,471,278,423,299,423,82
Los Angeles,Feb-14,660,1,0,141,180,483,180,463,355,419,91
Los Angeles,Mar-14,671,1,0,132,173,492,198,459,378,436,88
Los Angeles,Apr-14,788,1,0,190,201,512,176,598,412,462,92
Los Angeles,May-14,614,1,0,210,350,506,350,550,386,398,108
Los Angeles,Jun-14,654,1,0,220,348,542,348,547,366,401,113
Los Angeles,Jul-14,737,0,0,339,U,U,376,402,367,243,117
Los Angeles,Aug-14,658,0,0,289,U,U,279,387,359,192,104
Los Angeles,Sep-14,631,0,0,172,U,U,298,347,254,243,U
Los Angeles,Oct-14,581,0,0,149,29,U,291,381,376,232,22
Los Angeles,Nov-14,343,0,0,219,16,U,305,393,382,241,25
Los Angeles,Dec-14,448,0,0,230,19,U,382,359,348,235,29
Los Angeles,Jan-15,454,0,0,143,22,U,332,204,360,190,23
Los Angeles,Feb-15,380,0,0,189,46,U,343,201,358,186,21
Los Angeles,Mar-15,363,0,0,193,48,U,339,206,357,191,26
Los Angeles,Apr-15,405,0,0,133,37,U,341,243,364,175,28
Los Angeles,May-15,383,0,0,141,39,U,353,257,362,181,33
Los Angeles,Jun-15,428,0,0,165,48,U,398,259,333,154,37
Los Angeles,Jul-15,411,0,0,171,51,U,345,262,349,159,39
Los Angeles,Aug-15,389,0,0,176,53,U,348,266,352,157,41
Los Angeles,Sep-15,430,0,0,178,52,U,351,268,356,161,43
Los Angeles,Oct-15,445,0,0,128,43,U,398,262,306,97,39
Los Angeles,Nov-15,360,0,0,126,50,U,320,255,298,89,41
Los Angeles,Dec-15,382,0,0,129,53,U,335,259,302,93,43
Los Angeles,Jan-16,407,0,0,57,25,U,685,109,286,32,20
Los Angeles,Feb-16,398,0,0,74,37,U,828,170,323,36,18
Los Angeles,Mar-16,466,0,0,128,56,U,707,280,301,31,19
Los Angeles,Apr-16,443,0,0,135,62,U,723,285,306,35,23
Los Angeles,May-16,362,0,0,53,21,U,637,124,U,U,U
Los Angeles,Jun-16,393,0,0,68,27,U,685,197,U,U,U
Los Angeles,Jul-16,408,0,0,100,36,148,U,375,U,U,U
Los Angeles,Aug-16,512,0,0,126,43,157,U,482,U,U,U
Los Angeles,Sep-16,520,0,0,142,32,156,U,429,U,U,U
Los Angeles,Oct-16,415,0,0,114,30,139,U,410,U,U,U
Los Angeles,Nov-16,427,0,0,103,30,111,U,331,U,U,U
Los Angeles,Dec-16,382,0,0,101,19,113,U,275,U,U,U
Los Angeles,Jan-17,404,0,0,76,38,127,U,289,U,U,U
Los Angeles,Feb-17,432,0,0,75,25,116,U,235,U,U,U
Los Angeles,Mar-17,492,0,0,89,43,117,U,299,U,U,U
Los Angeles,Apr-17,407,0,0,84,40,126,U,267,U,U,U
Los Angeles,May-17,508,0,0,73,43,109,U,241,U,U,U
Los Angeles,Jun-17,514,0,0,76,36,102,U,310,U,U,U
Los Angeles,Jul-17,457,0,0,84,40,101,U,308,U,U,U
Los Angeles,Aug-17,544,0,0,86,41,93,U,365,U,U,U
Los Angeles,Sep-17,447,0,0,44,33,95,U,299,U,U,U
Los Angeles,Oct-17,477,0,0,54,42,85,U,339,U,U,U
Los Angeles,Nov-17,426,0,0,41,31,81,U,302,U,U,U
Los Angeles,Dec-17,290,0,0,45,41,71,U,295,U,U,U
Los Angeles,Jan-18,471,0,0,60,53,84,U,365,U,U,U
Los Angeles,Feb-18,393,0,0,53,33,73,U,337,U,U,U
Los Angeles,Mar-18,461,0,0,36,33,72,U,355,U,U,U
Los Angeles,Apr-18,462,0,0,67,35,77,U,391,U,U,U
Los Angeles,May-18,421,0,0,81,28,86,U,374,U,U,U
Los Angeles,Jun-18,393,0,0,47,27,63,U,350,U,U,U
Los Angeles,Jul-18,406,0,0,66,37,77,U,419,U,U,U
Los Angeles,Aug-18,496,0,0,56,34,74,U,454,U,U,U
Los Angeles,Sep-18,388,0,0,51,33,64,U,401,U,U,U
Madera,Oct-11,U,U,U,U,U,U,U,U,U,U,U
Madera,Nov-11,U,U,U,U,U,U,U,U,U,U,U
Madera,Dec-11,U,U,U,U,U,U,U,U,U,U,U
Madera,Jan-12,U,U,U,U,U,U,U,U,U,U,U
Madera,Feb-12,U,U,U,U,U,U,U,U,U,U,U
Madera,Mar-12,U,U,U,U,U,U,U,U,U,U,U
Madera,Apr-12,U,U,U,U,U,U,U,U,U,U,U
Madera,May-12,U,U,U,U,U,U,U,U,U,U,U
Madera,Jun-12,1,3,1,5,14,7,U,30,2,17,5
Madera,Jul-12,7,4,0,3,12,5,0,18,5,16,8
Madera,Aug-12,13,2,1,1,7,7,0,10,7,19,18
Madera,Sep-12,11,2,1,3,2,1,1,18,15,15,11
Madera,Oct-12,18,5,2,5,10,3,U,9,10,15,6
Madera,Nov-12,11,12,3,2,3,8,U,12,6,9,5
Madera,Dec-12,15,12,1,1,4,3,U,7,7,14,17
Madera,Jan-13,22,8,1,0,6,3,6,24,13,18,7
Madera,Feb-13,9,7,0,3,3,8,11,8,5,1,1
Madera,Mar-13,9,21,7,1,3,5,7,5,2,1,1
Madera,Apr-13,14,24,5,2,4,1,3,9,4,1,1
Madera,May-13,6,6,3,3,4,5,6,7,8,3,1
Madera,Jun-13,16,3,10,1,5,1,4,5,2,2,0
Madera,Jul-13,13,9,3,4,10,3,9,7,5,6,2
Madera,Aug-13,8,13,0,7,8,6,8,3,3,3,1
Madera,Sep-13,9,8,1,4,4,3,3,5,2,3,0
Madera,Oct-13,12,4,4,8,8,8,1,9,0,3,0
Madera,Nov-13,13,10,2,3,4,11,0,6,3,0,0
Madera,Dec-13,17,1,1,8,4,10,0,5,1,3,1
Madera,Jan-14,12,10,3,4,1,9,3,5,3,6,0
Madera,Feb-14,6,11,2,5,1,16,3,9,1,6,0
Madera,Mar-14,7,5,3,4,2,6,2,7,0,1,0
Madera,Apr-14,7,4,2,13,11,7,6,8,3,4,0
Madera,May-14,7,5,0,4,1,7,3,8,0,4,0
Madera,Jun-14,11,3,3,4,5,4,4,6,2,3,2
Madera,Jul-14,12,20,1,4,5,8,6,8,0,10,0
Madera,Aug-14,10,10,4,9,4,11,9,11,2,6,0
Madera,Sep-14,10,4,2,5,8,8,2,11,2,4,0
Madera,Oct-14,15,4,0,2,5,8,3,5,0,4,0
Madera,Nov-14,1,12,1,5,10,7,9,5,3,3,1
Madera,Dec-14,6,11,1,3,3,9,5,11,2,6,2
Madera,Jan-15,4,1,4,1,4,5,2,12,1,9,1
Madera,Feb-15,6,4,1,4,5,14,3,7,0,10,0
Madera,Mar-15,7,3,2,4,7,15,4,17,4,6,0
Madera,Apr-15,1,2,3,3,5,8,5,12,0,11,2
Madera,May-15,6,3,2,2,3,6,5,17,5,4,2
Madera,Jun-15,3,2,0,4,5,6,3,12,0,5,0
Madera,Jul-15,5,4,1,5,4,9,4,12,1,9,0
Madera,Aug-15,10,2,0,1,7,7,9,11,1,8,1
Madera,Sep-15,8,2,1,6,8,7,7,2,1,4,0
Madera,Oct-15,9,6,2,2,3,7,6,6,0,10,1
Madera,Nov-15,5,2,0,2,5,8,5,15,2,5,0
Madera,Dec-15,6,3,3,5,9,5,8,5,2,7,0
Madera,Jan-16,5,2,0,3,3,11,6,6,2,2,1
Madera,Feb-16,6,3,1,2,4,11,6,8,2,7,1
Madera,Mar-16,7,3,1,2,10,3,4,5,2,8,0
Madera,Apr-16,9,4,0,3,5,6,3,3,1,10,0
Madera,May-16,8,2,0,3,6,8,2,3,0,6,0
Madera,Jun-16,6,5,0,1,6,7,7,10,2,8,0
Madera,Jul-16,10,3,0,1,6,9,3,4,0,5,0
Madera,Aug-16,5,2,1,6,9,10,12,11,3,6,0
Madera,Sep-16,6,3,2,1,9,6,9,10,2,8,0
Madera,Oct-16,10,3,1,1,5,9,5,10,4,10,0
Madera,Nov-16,7,3,1,2,5,5,1,2,0,6,0
Madera,Dec-16,5,3,0,2,1,4,4,9,3,5,1
Madera,Jan-17,10,2,3,4,2,8,0,4,0,6,0
Madera,Feb-17,12,0,0,5,7,6,8,7,3,5,0
Madera,Mar-17,13,6,1,4,10,7,6,18,3,13,0
Madera,Apr-17,10,2,2,2,8,4,6,8,1,5,1
Madera,May-17,19,7,0,5,5,12,7,5,0,9,0
Madera,Jun-17,8,8,1,3,3,10,1,6,0,4,0
Madera,Jul-17,5,5,2,2,5,6,0,5,0,8,0
Madera,Aug-17,7,4,0,4,9,10,0,9,0,9,2
Madera,Sep-17,7,4,1,6,5,3,0,5,0,7,0
Madera,Oct-17,7,2,0,3,3,7,1,7,0,8,0
Madera,Nov-17,9,8,2,2,2,8,0,2,0,9,0
Madera,Dec-17,2,6,2,3,5,7,0,2,0,7,0
Madera,Jan-18,2,1,2,5,4,10,1,8,0,6,0
Madera,Feb-18,10,7,6,5,7,9,2,5,0,15,0
Madera,Mar-18,5,1,1,3,4,7,0,5,0,8,0
Madera,Apr-18,8,1,0,2,6,7,0,14,0,9,0
Madera,May-18,7,5,1,6,5,7,0,7,0,9,0
Madera,Jun-18,U,U,U,U,U,U,U,U,U,U,U
Madera,Jul-18,U,U,U,U,U,U,U,U,U,U,U
Madera,Aug-18,U,U,U,U,U,U,U,U,U,U,U
Madera,Sep-18,U,U,U,U,U,U,U,U,U,U,U
Marin,Oct-11,2,0,0,0,0,0,0,7,U,6,U
Marin,Nov-11,0,0,0,2,0,0,0,2,U,4,U
Marin,Dec-11,1,0,0,3,0,0,0,5,U,4,U
Marin,Jan-12,1,0,0,2,1,0,1,0,U,6,U
Marin,Feb-12,2,0,0,1,0,1,1,2,U,11,U
Marin,Mar-12,1,0,0,4,0,0,0,6,U,9,U
Marin,Apr-12,1,0,0,3,0,0,0,9,U,10,U
Marin,May-12,2,0,0,5,2,1,1,4,10,4,4
Marin,Jun-12,1,0,0,5,4,4,1,1,12,4,2
Marin,Jul-12,3,0,0,1,0,0,0,7,8,8,2
Marin,Aug-12,0,0,0,5,0,1,0,4,10,3,1
Marin,Sep-12,2,0,0,5,0,1,0,13,3,4,2
Marin,Oct-12,1,0,0,5,5,2,1,5,3,7,2
Marin,Nov-12,0,0,0,1,5,2,2,7,10,5,2
Marin,Dec-12,2,0,0,5,3,1,2,5,4,6,1
Marin,Jan-13,1,0,0,0,1,0,1,4,3,5,0
Marin,Feb-13,4,0,0,2,1,1,1,2,0,6,1
Marin,Mar-13,1,0,0,9,2,5,0,3,4,8,4
Marin,Apr-13,1,0,0,2,1,4,1,2,2,5,1
Marin,May-13,0,0,0,5,4,1,4,1,1,18,8
Marin,Jun-13,1,0,0,4,1,0,1,0,0,3,0
Marin,Jul-13,1,0,0,3,3,4,2,1,0,2,1
Marin,Aug-13,3,0,0,6,5,1,3,2,0,2,1
Marin,Sep-13,4,0,0,2,0,0,0,2,1,0,1
Marin,Oct-13,3,0,0,4,4,0,3,0,0,5,1
Marin,Nov-13,5,0,0,4,4,1,2,1,0,1,0
Marin,Dec-13,1,0,0,5,2,1,2,5,0,3,0
Marin,Jan-14,2,0,0,1,0,0,0,2,0,6,0
Marin,Feb-14,4,0,0,1,1,0,0,7,0,3,1
Marin,Mar-14,7,0,0,2,3,2,1,1,0,5,3
Marin,Apr-14,9,0,0,4,3,0,3,3,0,1,0
Marin,May-14,2,0,0,2,4,0,2,0,0,2,1
Marin,Jun-14,3,0,0,2,3,1,3,1,0,1,0
Marin,Jul-14,1,0,0,3,2,1,1,3,0,6,0
Marin,Aug-14,1,0,0,3,3,0,3,0,1,1,1
Marin,Sep-14,16,0,0,0,2,4,2,0,0,5,0
Marin,Oct-14,4,0,0,1,2,0,1,4,0,2,1
Marin,Nov-14,4,0,0,0,0,0,1,3,0,5,3
Marin,Dec-14,4,0,0,2,1,1,2,0,1,1,1
Marin,Jan-15,2,0,0,0,4,2,3,1,0,2,1
Marin,Feb-15,6,0,0,1,4,1,2,1,0,1,0
Marin,Mar-15,2,0,0,0,1,0,0,3,0,3,0
Marin,Apr-15,0,0,0,2,3,0,1,3,0,2,0
Marin,May-15,2,0,0,0,4,0,0,1,0,3,0
Marin,Jun-15,2,0,0,1,1,2,0,1,1,2,0
Marin,Jul-15,4,0,0,3,5,1,2,0,0,1,0
Marin,Aug-15,6,0,0,3,5,0,1,0,0,1,0
Marin,Sep-15,4,0,0,0,3,2,2,1,0,3,0
Marin,Oct-15,0,0,0,1,1,2,1,0,0,1,1
Marin,Nov-15,0,0,0,0,1,0,1,0,0,0,0
Marin,Dec-15,4,0,0,0,1,0,1,0,0,2,2
Marin,Jan-16,2,0,0,1,1,3,1,0,0,1,0
Marin,Feb-16,0,0,0,2,1,3,0,1,0,0,0
Marin,Mar-16,3,0,0,1,3,0,2,0,0,0,0
Marin,Apr-16,2,0,0,0,4,1,3,1,0,2,0
Marin,May-16,3,0,0,2,1,1,1,3,1,0,0
Marin,Jun-16,4,0,0,2,1,0,0,0,0,1,0
Marin,Jul-16,1,0,0,2,2,1,1,0,0,2,0
Marin,Aug-16,4,0,0,1,2,1,0,0,0,4,0
Marin,Sep-16,7,0,0,0,0,3,1,0,0,1,1
Marin,Oct-16,2,0,0,1,0,3,1,0,0,0,0
Marin,Nov-16,2,0,0,0,0,1,0,0,0,1,1
Marin,Dec-16,6,0,0,1,0,1,0,1,1,3,1
Marin,Jan-17,11,0,0,0,2,1,2,0,0,2,0
Marin,Feb-17,6,0,0,2,2,1,0,0,0,1,0
Marin,Mar-17,4,0,0,2,1,0,1,1,0,4,0
Marin,Apr-17,2,0,0,3,1,0,1,0,0,0,1
Marin,May-17,5,0,0,3,4,0,2,0,0,0,1
Marin,Jun-17,6,0,0,0,2,0,1,0,0,1,1
Marin,Jul-17,3,0,0,4,3,4,1,0,0,0,1
Marin,Aug-17,1,0,0,1,3,0,2,0,0,1,0
Marin,Sep-17,0,0,0,0,0,2,0,0,0,0,0
Marin,Oct-17,3,0,0,1,2,0,2,0,0,2,0
Marin,Nov-17,4,0,0,1,1,0,1,1,0,1,0
Marin,Dec-17,1,0,0,2,1,1,1,1,1,3,0
Marin,Jan-18,4,0,0,3,3,2,0,1,1,0,0
Marin,Feb-18,1,0,0,2,1,3,U,1,0,0,0
Marin,Mar-18,4,0,0,0,2,0,1,0,0,0,0
Marin,Apr-18,3,0,0,2,3,0,0,1,1,1,0
Marin,May-18,3,0,0,1,1,2,1,0,0,2,0
Marin,Jun-18,2,0,0,2,1,0,1,0,0,1,1
Marin,Jul-18,8,0,0,1,3,3,4,0,0,2,0
Marin,Aug-18,4,0,0,1,2,0,2,2,2,1,0
Marin,Sep-18,3,0,0,2,3,2,5,0,0,0,0
Mariposa,Oct-11,0,0,0,0,0,0,0,2,0,0,0
Mariposa,Nov-11,0,0,0,1,0,0,0,0,0,0,0
Mariposa,Dec-11,2,0,0,1,1,0,0,2,0,0,0
Mariposa,Jan-12,0,0,0,0,0,0,0,1,0,0,0
Mariposa,Feb-12,0,0,0,0,0,0,0,1,0,0,0
Mariposa,Mar-12,0,0,0,2,1,0,1,2,0,0,0
Mariposa,Apr-12,0,1,0,0,1,0,0,1,0,0,0
