COUNTY,M-Y,A1,A2,A3,B1,B2,B3,B4,C1,C2,C3,C4
Mariposa,May-12,0,0,1,0,0,0,0,4,0,0,0
Mariposa,Jun-12,3,0,0,2,0,0,0,0,0,0,0
Mariposa,Jul-12,3,0,0,0,0,1,1,1,2,2,1
Mariposa,Aug-12,2,0,0,2,1,0,1,0,0,0,0
Mariposa,Sep-12,2,0,0,2,1,0,1,1,0,1,0
Mariposa,Oct-12,1,0,0,0,0,0,0,0,1,0,1
Mariposa,Nov-12,0,0,0,0,1,0,1,1,0,2,0
Mariposa,Dec-12,0,0,0,3,0,3,4,0,1,0,1
Mariposa,Jan-13,2,0,0,0,1,1,2,0,0,2,0
Mariposa,Feb-13,0,0,0,1,0,1,1,0,0,0,0
Mariposa,Mar-13,1,0,0,0,1,0,0,0,1,1,0
Mariposa,Apr-13,0,0,0,0,1,1,1,0,0,0,0
Mariposa,May-13,1,0,0,2,1,1,4,1,1,3,0
Mariposa,Jun-13,0,0,0,0,1,1,1,0,0,0,0
Mariposa,Jul-13,2,0,0,1,0,0,2,0,0,0,0
Mariposa,Aug-13,3,0,0,1,0,1,1,0,0,0,0
Mariposa,Sep-13,0,0,0,2,0,1,1,0,0,0,0
Mariposa,Oct-13,1,0,0,0,0,0,0,0,0,1,0
Mariposa,Nov-13,0,0,0,0,1,0,1,1,0,0,0
Mariposa,Dec-13,0,0,0,0,0,0,0,0,1,0,0
Mariposa,Jan-14,2,0,0,2,0,0,0,0,0,0,0
Mariposa,Feb-14,1,0,0,2,0,0,0,0,0,0,0
Mariposa,Mar-14,0,0,0,4,0,1,1,0,0,0,0
Mariposa,Apr-14,0,0,0,1,0,0,0,0,0,0,0
Mariposa,May-14,1,0,0,2,0,0,0,0,0,0,0
Mariposa,Jun-14,0,0,0,1,0,0,0,0,0,1,0
Mariposa,Jul-14,1,0,0,4,0,0,0,0,0,0,0
Mariposa,Aug-14,0,0,0,1,0,0,0,0,0,0,0
Mariposa,Sep-14,0,0,0,2,0,0,0,0,0,0,0
Mariposa,Oct-14,0,0,0,2,0,1,1,0,0,1,1
Mariposa,Nov-14,0,0,0,1,0,0,0,0,0,1,0
Mariposa,Dec-14,0,0,0,1,1,0,1,0,0,0,0
Mariposa,Jan-15,0,0,0,2,2,0,2,1,0,0,0
Mariposa,Feb-15,1,0,0,1,0,1,0,0,1,1,0
Mariposa,Mar-15,0,0,0,1,0,0,0,0,0,1,0
Mariposa,Apr-15,0,0,0,1,0,1,1,0,0,0,0
Mariposa,May-15,1,0,0,2,0,0,0,0,0,0,0
Mariposa,Jun-15,3,0,0,1,0,0,0,0,0,0,0
Mariposa,Jul-15,1,0,0,2,0,0,0,0,0,0,0
Mariposa,Aug-15,1,0,0,0,0,0,1,0,0,0,0
Mariposa,Sep-15,0,0,0,1,0,1,0,1,1,0,0
Mariposa,Oct-15,0,0,0,2,1,0,1,1,0,0,0
Mariposa,Nov-15,0,0,0,0,0,0,0,1,1,1,0
Mariposa,Dec-15,0,0,0,2,1,1,1,0,0,0,0
Mariposa,Jan-16,0,0,0,1,0,0,1,0,0,1,0
Mariposa,Feb-16,0,0,0,1,0,1,0,0,0,0,0
Mariposa,Mar-16,2,0,0,0,1,1,1,0,0,1,1
Mariposa,Apr-16,3,0,0,0,0,1,0,0,0,0,0
Mariposa,May-16,2,0,0,0,1,0,0,1,0,1,0
Mariposa,Jun-16,0,0,0,1,1,0,1,0,0,0,0
Mariposa,Jul-16,0,0,0,0,1,0,0,0,0,2,0
Mariposa,Aug-16,0,0,0,1,0,1,0,0,0,0,0
Mariposa,Sep-16,1,0,0,1,2,0,2,1,0,0,0
Mariposa,Oct-16,0,0,0,0,0,0,0,0,0,0,0
Mariposa,Nov-16,0,0,0,1,2,0,1,0,0,1,0
Mariposa,Dec-16,1,0,0,2,0,1,0,0,0,0,0
Mariposa,Jan-17,0,0,0,0,1,0,0,0,0,0,0
Mariposa,Feb-17,0,0,0,0,1,0,1,0,0,0,0
Mariposa,Mar-17,0,0,0,1,0,1,1,1,0,1,0
Mariposa,Apr-17,1,0,0,1,1,0,1,0,0,0,0
Mariposa,May-17,0,0,0,1,0,0,0,0,0,1,0
Mariposa,Jun-17,1,0,0,1,2,0,2,0,0,0,0
Mariposa,Jul-17,0,0,0,1,0,0,0,0,0,2,0
Mariposa,Aug-17,1,0,0,1,3,1,3,1,0,0,0
Mariposa,Sep-17,0,0,0,2,2,0,0,0,0,0,0
Mariposa,Oct-17,0,0,0,0,2,0,1,0,0,0,0
Mariposa,Nov-17,0,0,0,2,1,0,1,1,0,0,0
Mariposa,Dec-17,0,0,0,0,1,1,2,0,0,1,1
Mariposa,Jan-18,1,0,0,2,0,3,0,0,0,1,0
Mariposa,Feb-18,3,0,0,0,1,1,1,1,0,1,0
Mariposa,Mar-18,0,0,0,0,2,2,3,0,0,0,0
Mariposa,Apr-18,0,0,0,1,0,1,1,0,0,0,0
Mariposa,May-18,1,0,0,0,0,3,2,0,0,0,0
Mariposa,Jun-18,0,0,0,1,1,1,1,0,0,0,0
Mariposa,Jul-18,1,0,0,0,1,0,1,0,0,0,0
Mariposa,Aug-18,2,0,0,2,0,1,0,0,0,1,0
Mariposa,Sep-18,2,0,0,2,0,1,0,1,1,0,0
Mendocino,Oct-11,4,0,0,0,0,0,0,8,14,10,U
Mendocino,Nov-11,3,0,0,0,0,0,0,8,6,7,U
Mendocino,Dec-11,4,0,0,0,1,0,0,12,16,15,U
Mendocino,Jan-12,3,0,0,1,1,0,1,12,19,14,U
Mendocino,Feb-12,4,0,0,3,1,1,2,15,25,19,U
Mendocino,Mar-12,3,0,0,3,2,0,1,15,25,12,U
Mendocino,Apr-12,11,0,0,4,5,1,4,19,28,14,U
Mendocino,May-12,8,0,0,2,1,0,1,13,22,17,U
Mendocino,Jun-12,4,0,0,0,1,1,2,10,8,11,U
Mendocino,Jul-12,8,0,0,3,1,1,3,14,2,18,6
Mendocino,Aug-12,3,0,0,1,2,1,3,21,4,11,3
Mendocino,Sep-12,6,0,0,4,0,0,1,14,12,6,0
Mendocino,Oct-12,7,0,0,4,1,0,1,19,10,9,0
Mendocino,Nov-12,5,0,0,2,1,0,1,8,7,9,0
Mendocino,Dec-12,3,1,0,0,0,0,2,5,3,13,5
Mendocino,Jan-13,2,6,0,1,3,0,2,3,0,0,0
Mendocino,Feb-13,5,5,0,4,1,0,3,3,1,7,2
Mendocino,Mar-13,6,5,1,3,5,4,2,13,1,9,4
Mendocino,Apr-13,1,2,1,7,0,0,4,5,2,9,3
Mendocino,May-13,1,2,1,4,4,1,1,15,4,9,0
Mendocino,Jun-13,3,5,0,3,0,2,4,5,2,9,0
Mendocino,Jul-13,1,2,0,4,1,4,5,1,0,14,1
Mendocino,Aug-13,0,3,0,4,3,1,5,6,0,7,1
Mendocino,Sep-13,2,7,1,4,2,2,5,3,2,17,3
Mendocino,Oct-13,0,4,0,4,0,1,1,7,3,9,2
Mendocino,Nov-13,4,5,0,2,1,6,3,9,1,2,1
Mendocino,Dec-13,5,4,0,2,2,1,2,5,1,11,1
Mendocino,Jan-14,13,5,3,0,1,1,8,4,0,10,3
Mendocino,Feb-14,8,10,0,2,4,7,2,7,2,5,0
Mendocino,Mar-14,5,4,0,1,1,4,5,6,0,4,0
Mendocino,Apr-14,5,7,2,0,0,2,3,8,2,4,0
Mendocino,May-14,6,2,2,3,2,2,3,9,5,1,0
Mendocino,Jun-14,4,5,0,0,1,2,4,3,0,1,0
Mendocino,Jul-14,6,2,1,5,3,3,6,5,1,4,1
Mendocino,Aug-14,0,2,1,3,2,7,4,4,1,3,0
Mendocino,Sep-14,9,5,0,4,2,1,5,6,0,2,1
Mendocino,Oct-14,11,2,2,2,3,1,3,4,2,8,1
Mendocino,Nov-14,4,4,2,2,2,3,5,2,1,7,0
Mendocino,Dec-14,8,4,1,2,7,1,16,5,1,5,0
Mendocino,Jan-15,8,2,4,4,2,3,6,1,1,5,0
Mendocino,Feb-15,4,5,2,2,3,3,12,0,0,1,0
Mendocino,Mar-15,16,9,1,3,0,3,7,2,2,5,0
Mendocino,Apr-15,6,9,0,2,1,7,8,4,2,4,1
Mendocino,May-15,0,1,1,3,7,3,8,3,1,3,2
Mendocino,Jun-15,9,2,1,7,1,2,3,2,1,4,0
Mendocino,Jul-15,3,0,1,2,2,4,8,6,1,3,0
Mendocino,Aug-15,5,1,1,3,1,4,2,3,2,5,1
Mendocino,Sep-15,10,0,0,1,3,5,13,5,0,2,1
Mendocino,Oct-15,8,0,0,3,3,6,9,8,0,5,0
Mendocino,Nov-15,5,2,0,1,0,2,7,3,1,6,1
Mendocino,Dec-15,10,0,0,2,0,2,6,1,4,3,0
Mendocino,Jan-16,9,2,0,4,0,3,1,8,3,3,0
Mendocino,Feb-16,15,0,0,3,2,2,4,4,0,5,0
Mendocino,Mar-16,3,2,0,1,0,2,2,2,4,5,2
Mendocino,Apr-16,5,0,1,0,1,2,3,5,4,5,3
Mendocino,May-16,11,0,0,2,1,5,6,2,1,6,0
Mendocino,Jun-16,13,0,0,4,1,2,3,1,7,9,0
Mendocino,Jul-16,13,0,0,7,4,1,5,0,3,5,3
Mendocino,Aug-16,4,0,0,3,2,5,7,2,4,6,0
Mendocino,Sep-16,6,1,0,3,0,5,5,3,3,3,0
Mendocino,Oct-16,5,0,0,2,3,2,5,3,2,4,0
Mendocino,Nov-16,9,1,0,0,3,3,6,2,1,0,0
Mendocino,Dec-16,11,1,0,1,1,6,7,4,7,4,2
Mendocino,Jan-17,6,0,0,0,3,10,13,4,8,5,3
Mendocino,Feb-17,10,15,0,3,2,4,9,3,2,2,1
Mendocino,Mar-17,10,0,0,0,1,5,6,2,4,4,1
Mendocino,Apr-17,6,7,0,3,3,6,12,1,5,5,0
Mendocino,May-17,6,14,0,0,4,3,5,4,8,5,3
Mendocino,Jun-17,7,26,2,2,1,5,6,3,2,1,1
Mendocino,Jul-17,8,44,1,1,3,6,9,5,4,3,2
Mendocino,Aug-17,8,27,0,1,2,9,10,3,2,3,0
Mendocino,Sep-17,6,1,2,2,3,3,8,2,5,4,1
Mendocino,Oct-17,4,0,0,1,3,6,10,2,4,3,1
Mendocino,Nov-17,5,0,0,3,1,3,7,6,7,5,6
Mendocino,Dec-17,6,0,0,0,3,3,6,7,6,5,5
Mendocino,Jan-18,12,1,0,4,2,7,13,6,4,3,4
Mendocino,Feb-18,2,0,0,2,2,3,4,3,4,8,3
Mendocino,Mar-18,7,0,0,1,3,2,6,3,3,9,4
Mendocino,Apr-18,5,0,0,1,1,4,6,6,6,2,6
Mendocino,May-18,7,1,0,1,1,4,4,10,4,2,1
Mendocino,Jun-18,6,0,1,0,0,6,6,10,2,8,4
Mendocino,Jul-18,2,0,0,3,4,4,11,17,8,3,2
Mendocino,Aug-18,1,0,0,5,3,0,6,18,12,3,2
Mendocino,Sep-18,1,0,0,3,3,3,8,12,11,6,5
Merced,Oct-11,2,2,0,10,3,0,6,136,55,21,26
Merced,Nov-11,6,4,2,9,3,0,5,108,58,21,19
Merced,Dec-11,10,4,1,19,5,2,7,117,56,23,31
Merced,Jan-12,12,5,3,26,10,3,13,113,17,59,10
Merced,Feb-12,6,3,3,23,5,10,6,106,29,47,10
Merced,Mar-12,9,3,2,35,10,5,15,116,30,41,20
Merced,Apr-12,11,3,2,20,5,6,1,105,35,10,20
Merced,May-12,13,7,6,16,7,5,3,108,48,25,20
Merced,Jun-12,9,4,2,15,9,1,8,106,40,16,20
Merced,Jul-12,9,6,3,21,6,7,3,104,42,26,18
Merced,Aug-12,20,5,5,71,29,9,13,107,30,45,32
Merced,Sep-12,10,1,5,27,5,9,10,71,20,10,35
Merced,Oct-12,10,3,2,25,7,9,5,60,14,15,2
Merced,Nov-12,14,7,3,17,8,3,5,92,13,17,15
Merced,Dec-12,10,2,5,13,7,2,4,65,25,10,30
Merced,Jan-13,28,19,3,18,6,4,8,60,16,7,20
Merced,Feb-13,16,7,5,20,5,5,9,72,13,17,15
Merced,Mar-13,5,3,2,12,4,2,5,35,10,5,8
Merced,Apr-13,7,4,3,16,5,4,6,22,10,5,4
Merced,May-13,9,5,4,6,3,2,1,6,10,3,1
Merced,Jun-13,8,4,4,10,5,2,3,4,15,2,6
Merced,Jul-13,14,7,7,16,8,2,3,24,15,2,3
Merced,Aug-13,7,5,2,11,5,1,5,25,10,10,5
Merced,Sep-13,5,2,3,8,2,2,4,14,7,3,4
Merced,Oct-13,8,4,4,9,5,2,2,31,11,10,10
Merced,Nov-13,6,3,3,10,5,3,2,32,12,10,10
Merced,Dec-13,5,2,3,8,2,4,2,30,10,10,10
Merced,Jan-14,2,4,7,10,7,11,13,11,1,14,3
Merced,Feb-14,9,4,2,10,13,8,11,3,1,11,2
Merced,Mar-14,9,13,1,8,1,8,4,0,0,7,0
Merced,Apr-14,3,6,0,6,15,3,9,4,2,9,1
Merced,May-14,6,4,5,9,11,8,12,11,3,11,2
Merced,Jun-14,23,8,2,10,17,10,20,6,0,11,2
Merced,Jul-14,13,17,1,5,19,19,28,2,0,7,2
Merced,Aug-14,12,0,0,7,11,16,18,14,4,16,4
Merced,Sep-14,8,0,0,6,12,14,16,6,0,9,3
Merced,Oct-14,7,3,0,4,16,13,15,8,1,12,2
Merced,Nov-14,4,0,1,6,13,3,14,6,0,12,1
Merced,Dec-14,1,0,0,3,15,11,18,7,1,8,0
Merced,Jan-15,4,0,0,11,15,10,14,11,3,11,3
Merced,Feb-15,2,1,1,13,15,15,14,11,1,5,0
Merced,Mar-15,2,0,3,20,19,11,22,7,2,9,4
Merced,Apr-15,0,0,0,12,14,11,14,6,0,8,1
Merced,May-15,0,0,0,4,14,23,21,3,0,9,2
Merced,Jun-15,0,0,1,13,13,12,18,11,0,7,0
Merced,Jul-15,5,0,5,22,27,15,25,6,3,17,3
Merced,Aug-15,0,2,3,9,12,10,16,14,4,8,3
Merced,Sep-15,0,1,0,8,23,16,24,10,1,11,1
Merced,Oct-15,0,0,1,14,22,12,15,12,1,14,1
Merced,Nov-15,0,0,2,11,13,17,16,14,0,9,0
Merced,Dec-15,2,1,0,7,17,13,8,4,0,15,2
Merced,Jan-16,2,1,2,8,15,12,13,11,1,11,2
Merced,Feb-16,0,0,0,4,13,10,16,7,1,10,2
Merced,Mar-16,0,0,0,8,21,14,20,4,1,20,3
Merced,Apr-16,1,0,0,9,13,17,21,9,0,20,4
Merced,May-16,0,0,0,10,18,8,20,10,0,18,5
Merced,Jun-16,0,0,0,9,25,10,23,5,0,19,3
Merced,Jul-16,0,4,1,12,19,19,23,15,1,15,1
Merced,Aug-16,0,1,1,6,22,6,19,13,1,15,3
Merced,Sep-16,0,3,0,4,12,17,18,8,1,9,3
Merced,Oct-16,0,2,2,6,12,16,14,15,2,8,0
Merced,Nov-16,0,0,0,3,20,8,19,10,2,11,0
Merced,Dec-16,0,0,0,4,17,8,14,6,0,10,2
Merced,Jan-17,0,1,0,3,13,12,1,8,3,13,2
Merced,Feb-17,5,0,0,4,16,17,15,10,1,20,4
Merced,Mar-17,6,1,3,6,19,19,23,12,2,21,1
Merced,Apr-17,2,1,0,1,20,14,16,11,2,17,3
Merced,May-17,2,0,1,7,14,18,16,11,2,24,1
Merced,Jun-17,5,2,2,2,15,9,8,18,1,15,1
Merced,Jul-17,4,3,0,12,17,15,11,13,0,18,0
Merced,Aug-17,10,1,1,3,13,12,11,18,3,7,0
Merced,Sep-17,3,2,0,5,17,15,4,15,0,9,1
Merced,Oct-17,7,1,0,5,18,15,16,19,5,18,2
Merced,Nov-17,6,1,0,2,14,12,10,11,3,14,1
Merced,Dec-17,1,2,0,5,12,6,7,12,6,6,0
Merced,Jan-18,6,0,0,5,16,15,11,18,4,12,0
Merced,Feb-18,3,2,0,3,17,10,14,22,5,16,1
Merced,Mar-18,0,0,1,1,12,9,8,12,5,5,1
Merced,Apr-18,0,1,0,0,14,15,7,10,6,13,1
Merced,May-18,2,2,1,2,26,20,23,13,2,19,2
Merced,Jun-18,0,4,2,11,16,13,20,37,9,15,5
Merced,Jul-18,0,7,1,7,31,0,25,19,5,0,0
Merced,Aug-18,0,7,1,12,25,0,10,34,8,5,0
Merced,Sep-18,0,0,0,3,8,6,7,3,3,7,1
Modoc,Oct-11,0,0,0,0,0,0,0,0,0,0,0
Modoc,Nov-11,0,0,0,0,0,0,0,0,0,0,0
Modoc,Dec-11,0,0,0,0,0,0,0,0,0,0,0
Modoc,Jan-12,0,0,0,1,0,0,0,1,0,1,0
Modoc,Feb-12,1,0,0,0,0,0,0,2,2,1,1
Modoc,Mar-12,0,0,0,2,0,0,0,3,2,1,2
Modoc,Apr-12,0,0,0,2,0,0,0,1,2,0,2
Modoc,May-12,0,0,0,1,0,0,0,1,2,3,1
Modoc,Jun-12,1,0,0,1,0,0,0,2,2,0,0
Modoc,Jul-12,0,0,0,1,0,0,0,0,0,1,0
Modoc,Aug-12,1,0,0,1,0,0,0,3,0,0,0
Modoc,Sep-12,0,0,0,1,0,0,0,0,0,0,0
Modoc,Oct-12,0,0,0,0,0,0,0,1,0,0,0
Modoc,Nov-12,0,0,0,0,0,0,0,2,0,2,0
Modoc,Dec-12,0,0,0,0,0,0,0,2,0,1,0
Modoc,Jan-13,0,0,0,1,0,0,0,1,0,3,0
Modoc,Feb-13,0,0,0,2,0,0,0,0,0,0,0
Modoc,Mar-13,0,0,0,0,0,0,0,0,0,0,0
Modoc,Apr-13,0,0,0,0,0,0,0,0,0,0,0
Modoc,May-13,1,0,0,0,0,2,0,0,0,0,0
Modoc,Jun-13,0,0,0,1,0,0,0,1,0,0,0
Modoc,Jul-13,0,0,0,0,0,0,0,3,0,0,0
Modoc,Aug-13,0,0,0,1,0,0,0,0,0,0,0
Modoc,Sep-13,1,0,0,1,0,0,0,1,0,1,0
Modoc,Oct-13,2,0,0,0,0,0,0,0,0,0,1
Modoc,Nov-13,1,0,0,0,0,0,0,0,0,0,0
Modoc,Dec-13,0,0,0,0,0,0,0,0,0,0,0
Modoc,Jan-14,0,0,0,0,0,0,0,0,0,0,0
Modoc,Feb-14,0,0,0,0,0,0,0,0,0,0,0
Modoc,Mar-14,0,0,0,0,0,0,0,0,0,0,0
Modoc,Apr-14,0,0,0,0,0,0,0,0,0,0,0
Modoc,May-14,0,0,0,0,0,0,0,0,0,0,0
Modoc,Jun-14,0,0,0,2,0,0,0,0,0,0,0
Modoc,Jul-14,1,0,0,1,0,0,0,0,0,0,0
Modoc,Aug-14,0,0,0,0,0,0,0,1,0,0,0
Modoc,Sep-14,1,0,0,0,0,0,0,0,0,0,0
Modoc,Oct-14,0,0,0,0,0,0,0,0,0,0,0
Modoc,Nov-14,0,0,0,1,0,0,0,0,0,0,0
Modoc,Dec-14,0,0,0,1,0,0,0,2,0,0,0
Modoc,Jan-15,1,0,0,0,0,0,0,0,0,0,1
Modoc,Feb-15,0,0,0,0,0,0,0,0,0,0,0
Modoc,Mar-15,0,0,0,0,0,0,0,0,0,0,0
Modoc,Apr-15,1,0,0,0,0,0,0,2,0,0,0
Modoc,May-15,2,0,0,0,0,0,0,1,0,0,0
Modoc,Jun-15,0,0,0,0,0,0,0,0,0,0,0
Modoc,Jul-15,3,0,0,0,0,0,0,2,0,0,0
Modoc,Aug-15,0,0,0,0,0,0,0,0,0,0,0
Modoc,Sep-15,2,0,0,1,0,0,0,2,0,0,0
Modoc,Oct-15,1,0,0,0,0,0,0,2,0,0,0
Modoc,Nov-15,0,0,0,0,0,0,0,1,0,0,0
Modoc,Dec-15,0,0,0,0,0,0,0,0,0,0,0
Modoc,Jan-16,2,0,0,0,2,0,0,1,0,1,0
Modoc,Feb-16,2,0,0,0,0,0,0,0,0,0,0
Modoc,Mar-16,2,0,0,1,0,1,0,0,0,0,0
Modoc,Apr-16,0,0,0,0,0,0,0,1,0,1,0
Modoc,May-16,1,0,0,0,0,0,0,0,0,0,0
Modoc,Jun-16,1,0,0,0,0,0,0,0,0,0,0
Modoc,Jul-16,1,0,0,1,0,1,0,1,0,1,0
Modoc,Aug-16,0,0,0,1,0,1,0,1,0,0,0
Modoc,Sep-16,0,0,0,0,0,0,0,0,0,0,0
Modoc,Oct-16,2,0,0,0,0,0,0,0,0,0,0
Modoc,Nov-16,1,0,0,1,0,0,0,1,0,2,0
Modoc,Dec-16,2,0,0,1,0,0,0,0,0,0,0
Modoc,Jan-17,0,0,0,0,0,0,0,1,0,1,0
Modoc,Feb-17,0,0,0,1,0,1,0,0,0,0,0
Modoc,Mar-17,3,0,0,0,0,0,0,0,0,0,0
Modoc,Apr-17,4,0,0,1,0,0,0,0,0,0,0
Modoc,May-17,2,0,0,1,0,1,0,0,0,0,0
Modoc,Jun-17,4,0,0,2,0,0,0,1,0,0,0
Modoc,Jul-17,2,0,0,1,0,1,0,1,0,1,0
Modoc,Aug-17,4,0,0,0,0,0,0,2,0,1,1
Modoc,Sep-17,6,0,0,1,1,1,0,3,0,2,0
Modoc,Oct-17,3,0,0,0,0,0,0,0,0,0,0
Modoc,Nov-17,0,0,0,1,0,0,1,1,0,0,0
Modoc,Dec-17,0,0,0,0,0,0,0,0,0,1,0
Modoc,Jan-18,0,0,0,0,0,0,0,0,0,0,0
Modoc,Feb-18,0,0,0,0,1,1,0,0,0,1,1
Modoc,Mar-18,0,0,0,0,0,0,0,0,0,0,0
Modoc,Apr-18,0,0,0,0,0,0,0,0,0,0,0
Modoc,May-18,0,0,0,0,0,0,0,1,0,0,0
Modoc,Jun-18,0,0,0,0,0,0,0,2,0,0,1
Modoc,Jul-18,1,0,0,0,1,0,0,4,0,1,U
Modoc,Aug-18,U,U,U,U,U,U,U,U,U,U,U
Modoc,Sep-18,U,U,U,U,U,U,U,U,U,U,U
Mono,Oct-11,1,0,0,0,0,0,0,0,0,1,U
Mono,Nov-11,0,0,0,0,0,0,0,0,0,1,U
Mono,Dec-11,2,0,0,0,0,0,0,1,0,1,U
Mono,Jan-12,1,0,0,0,0,0,0,0,0,1,U
Mono,Feb-12,1,0,0,0,0,0,0,0,0,1,U
Mono,Mar-12,0,0,0,0,0,0,0,0,0,0,U
Mono,Apr-12,0,0,0,0,0,0,0,0,0,2,U
Mono,May-12,0,0,0,0,0,0,0,0,0,0,U
Mono,Jun-12,1,0,0,0,0,0,0,0,0,0,U
Mono,Jul-12,1,0,0,1,0,0,0,0,0,1,0
Mono,Aug-12,1,0,0,1,0,1,0,0,0,1,0
Mono,Sep-12,2,0,0,0,0,0,0,0,0,0,0
Mono,Oct-12,1,0,0,0,0,0,0,1,0,0,0
Mono,Nov-12,0,0,0,0,0,0,0,0,0,0,0
Mono,Dec-12,0,0,0,0,0,0,0,0,0,0,0
Mono,Jan-13,3,0,0,0,0,0,0,0,0,0,0
Mono,Feb-13,2,0,0,0,0,0,0,0,0,0,0
Mono,Mar-13,0,0,0,0,0,0,0,0,0,0,0
Mono,Apr-13,0,0,0,0,0,0,0,0,0,0,0
Mono,May-13,3,0,0,1,0,0,0,0,0,0,0
Mono,Jun-13,2,0,0,0,0,0,0,0,0,0,0
Mono,Jul-13,0,0,0,0,0,0,0,0,0,0,0
Mono,Aug-13,1,0,0,0,0,0,0,1,0,0,0
Mono,Sep-13,0,0,0,0,0,0,0,0,1,0,0
Mono,Oct-13,1,0,0,0,0,0,0,0,0,0,0
Mono,Nov-13,0,0,0,0,0,0,0,0,0,0,0
Mono,Dec-13,0,0,0,0,1,0,0,1,0,1,0
Mono,Jan-14,0,0,0,0,0,0,0,0,0,0,1
Mono,Feb-14,3,0,0,0,0,0,0,0,0,0,0
Mono,Mar-14,0,0,0,0,0,0,0,0,0,0,0
Mono,Apr-14,0,0,0,0,0,0,0,0,0,0,0
Mono,May-14,0,0,0,0,0,0,0,0,0,1,0
Mono,Jun-14,1,0,0,0,0,0,0,0,0,1,0
Mono,Jul-14,3,0,0,0,0,0,0,0,0,0,0
Mono,Aug-14,0,0,0,0,0,0,0,1,0,0,0
Mono,Sep-14,1,0,0,0,0,0,0,0,0,0,0
Mono,Oct-14,1,0,0,0,0,0,0,0,0,0,0
Mono,Nov-14,0,0,0,0,0,0,0,0,0,0,0
Mono,Dec-14,0,0,0,0,0,0,0,0,0,0,0
Mono,Jan-15,0,0,0,0,0,1,0,0,0,0,0
Mono,Feb-15,1,0,0,0,0,0,0,0,0,0,0
Mono,Mar-15,0,0,0,0,0,0,0,0,0,0,0
Mono,Apr-15,1,0,0,1,0,0,0,0,0,0,0
Mono,May-15,1,0,0,0,0,0,0,0,0,0,0
Mono,Jun-15,0,0,0,0,0,0,0,0,0,0,0
Mono,Jul-15,0,0,0,0,1,0,0,0,0,0,0
Mono,Aug-15,2,0,0,0,0,0,0,0,0,0,0
Mono,Sep-15,1,0,0,0,0,1,0,0,0,0,0
Mono,Oct-15,3,0,0,1,0,0,0,0,0,0,0
Mono,Nov-15,1,0,0,1,0,0,0,0,0,0,0
Mono,Dec-15,0,0,0,0,0,0,0,0,0,0,0
Mono,Jan-16,0,0,0,1,0,0,0,0,0,0,0
Mono,Feb-16,0,0,0,0,1,0,0,0,0,0,0
Mono,Mar-16,1,0,0,0,0,1,0,0,0,0,0
Mono,Apr-16,0,0,0,1,0,0,0,0,0,0,0
Mono,May-16,0,0,0,1,0,0,0,0,0,0,0
Mono,Jun-16,0,0,0,0,0,0,0,0,0,0,0
Mono,Jul-16,1,0,0,0,0,0,0,0,0,0,0
Mono,Aug-16,0,0,0,0,0,0,0,0,0,0,0
Mono,Sep-16,0,0,0,0,0,0,0,0,0,0,0
Mono,Oct-16,1,0,0,0,0,0,0,0,0,0,0
Mono,Nov-16,0,0,0,0,0,0,0,0,0,0,0
Mono,Dec-16,0,0,0,1,1,0,0,0,0,0,0
Mono,Jan-17,0,0,0,1,0,0,0,0,0,1,0
Mono,Feb-17,0,0,0,2,0,0,0,1,0,0,0
Mono,Mar-17,0,0,0,1,1,1,1,1,0,0,1
Mono,Apr-17,0,0,0,3,0,0,0,0,0,0,0
Mono,May-17,0,0,0,1,0,0,1,0,0,0,0
Mono,Jun-17,0,0,0,0,0,0,0,0,0,0,0
Mono,Jul-17,0,0,0,0,0,1,0,2,0,0,0
Mono,Aug-17,0,0,0,0,0,1,1,0,0,0,0
Mono,Sep-17,0,0,0,0,0,0,0,0,0,0,0
Mono,Oct-17,0,0,0,0,1,0,2,0,0,0,0
Mono,Nov-17,0,0,0,0,0,0,0,0,0,0,0
Mono,Dec-17,0,0,0,0,0,0,0,0,0,0,0
Mono,Jan-18,0,0,0,1,0,0,0,0,0,0,0
Mono,Feb-18,0,0,0,0,0,2,0,0,0,0,0
Mono,Mar-18,0,0,0,1,0,0,0,0,0,0,0
Mono,Apr-18,0,0,0,0,0,0,0,0,0,0,0
Mono,May-18,0,0,0,0,0,0,0,0,0,0,0
Mono,Jun-18,0,0,0,0,0,0,0,0,0,1,1
Mono,Jul-18,0,0,0,0,0,0,1,0,0,0,0
Mono,Aug-18,0,0,0,0,0,0,0,0,0,0,0
Mono,Sep-18,1,0,0,0,0,0,0,0,0,0,0
Monterey,Oct-11,20,U,U,2,U,U,U,41,3,24,U
Monterey,Nov-11,20,0,0,4,U,1,U,26,20,20,U
Monterey,Dec-11,16,U,U,3,U,2,U,24,52,19,U
Monterey,Jan-12,18,U,U,10,U,3,U,19,47,21,U
Monterey,Feb-12,26,U,U,11,U,2,U,31,41,13,U
Monterey,Mar-12,36,U,U,11,U,0,U,20,54,16,U
Monterey,Apr-12,26,U,U,12,U,4,U,27,51,24,U
Monterey,May-12,21,U,U,U,U,U,U,45,61,42,U
Monterey,Jun-12,25,U,U,U,U,U,U,49,49,29,U
Monterey,Jul-12,18,U,U,U,U,U,U,79,50,30,U
Monterey,Aug-12,34,U,U,U,U,U,U,40,58,20,U
Monterey,Sep-12,25,U,U,U,U,U,U,46,39,34,U
